0.000222,0.000308,0.000389,0.000656,0.000963,0.001447,0.002042,0.002684,0.003681,0.004819,0.006000,0.007329,0.008516,0.009515,0.010367,0.011042,0.011112,0.011031,0.010541,0.009597,0.008462,0.007286,0.005991,0.004803,0.003794,0.002752,0.002107,0.001505,0.000923,0.000583,0.000375,0.000217
0.000232,0.000504,0.000625,0.001046,0.001693,0.002288,0.003465,0.004669,0.006242,0.008234,0.010298,0.012518,0.014605,0.016512,0.017910,0.018856,0.019304,0.018981,0.018051,0.016434,0.014533,0.012498,0.010241,0.008281,0.006390,0.004698,0.003453,0.002434,0.001545,0.001162,0.000712,0.000532
0.000418,0.000790,0.001095,0.001637,0.002718,0.003820,0.005562,0.007869,0.010543,0.013591,0.017063,0.020639,0.024130,0.027289,0.029859,0.031484,0.032048,0.031492,0.029742,0.027322,0.024083,0.020659,0.017025,0.013654,0.010423,0.007702,0.005527,0.003954,0.002661,0.001655,0.001034,0.000751
0.000584,0.001146,0.001776,0.002644,0.004095,0.006307,0.008913,0.012417,0.016804,0.021851,0.027420,0.033181,0.038767,0.043775,0.047934,0.050477,0.051343,0.050547,0.047800,0.043857,0.038694,0.033124,0.027234,0.021686,0.016665,0.012472,0.008987,0.006227,0.004270,0.002703,0.001692,0.001156
0.000928,0.001716,0.002540,0.004272,0.006337,0.009660,0.013821,0.019352,0.025840,0.033727,0.042440,0.051363,0.060170,0.068046,0.074236,0.078285,0.079663,0.078340,0.074154,0.067963,0.060234,0.051436,0.042338,0.033740,0.025880,0.019192,0.013808,0.009553,0.006445,0.004094,0.002732,0.001721
0.001464,0.002390,0.003863,0.006273,0.009619,0.014239,0.020731,0.028862,0.038882,0.050510,0.063418,0.076882,0.090148,0.101914,0.111097,0.117108,0.119255,0.117265,0.111285,0.101771,0.090080,0.076874,0.063490,0.050534,0.038860,0.028791,0.020632,0.014261,0.009493,0.006283,0.003964,0.002483
0.002114,0.003414,0.005652,0.009027,0.013885,0.020599,0.029814,0.041536,0.056158,0.072974,0.091602,0.111222,0.130252,0.147239,0.160710,0.169522,0.172496,0.169543,0.160791,0.147337,0.130239,0.111200,0.091732,0.072934,0.055994,0.041516,0.029875,0.020673,0.013856,0.008881,0.005526,0.003306
0.002745,0.004730,0.007757,0.012430,0.019335,0.028767,0.041613,0.058127,0.078239,0.101865,0.128033,0.155326,0.181756,0.205707,0.224501,0.236606,0.240841,0.236750,0.224501,0.205588,0.181854,0.155184,0.127876,0.101766,0.078185,0.058001,0.041538,0.028825,0.019190,0.012412,0.007858,0.004707
0.003739,0.006253,0.010391,0.016649,0.025859,0.038748,0.056003,0.078178,0.105405,0.137267,0.172433,0.209239,0.245119,0.277238,0.302565,0.319100,0.324722,0.318957,0.302732,0.277285,0.245031,0.209222,0.172553,0.137324,0.105418,0.078202,0.056042,0.038789,0.025948,0.016715,0.010445,0.006368
0.004701,0.008145,0.013619,0.021841,0.033718,0.050472,0.072874,0.101830,0.137281,0.178609,0.224457,0.272348,0.318945,0.360766,0.393881,0.415231,0.422552,0.415343,0.393958,0.360838,0.319098,0.272372,0.224420,0.178668,0.137292,0.101890,0.072939,0.050391,0.033673,0.021734,0.013606,0.008209
0.005970,0.010370,0.017057,0.027271,0.042267,0.063326,0.091606,0.127893,0.172429,0.224460,0.282049,0.342353,0.400839,0.453411,0.495033,0.521948,0.531027,0.521832,0.495144,0.453479,0.400987,0.342225,0.282049,0.224536,0.172578,0.127972,0.091671,0.063352,0.042400,0.027261,0.017001,0.010258
0.007259,0.012391,0.020572,0.033152,0.051316,0.076914,0.111118,0.155232,0.209273,0.272282,0.342241,0.415192,0.486339,0.550203,0.600597,0.633213,0.644329,0.633188,0.600685,0.550124,0.486421,0.415248,0.342243,0.272458,0.209332,0.155329,0.111112,0.076944,0.051446,0.033067,0.020562,0.012491
0.008499,0.014626,0.024099,0.038851,0.060085,0.089994,0.130161,0.181890,0.245151,0.319045,0.400895,0.486502,0.569763,0.644441,0.703554,0.741634,0.754802,0.741619,0.703616,0.644378,0.569731,0.486506,0.400900,0.319049,0.245200,0.181852,0.130152,0.090149,0.060170,0.038759,0.024099,0.014617
0.009606,0.016458,0.027402,0.043916,0.067937,0.101803,0.147217,0.205670,0.277107,0.360816,0.453458,0.550180,0.644346,0.728802,0.795599,0.838826,0.853555,0.838736,0.795736,0.728668,0.644324,0.550149,0.453450,0.360830,0.277239,0.205630,0.147217,0.101810,0.067943,0.043940,0.027340,0.016431
0.010445,0.018043,0.029755,0.047895,0.074246,0.111210,0.160691,0.224577,0.302744,0.393952,0.495090,0.600717,0.703608,0.795607,0.868781,0.915825,0.932027,0.915850,0.868852,0.795762,0.703557,0.600556,0.495148,0.394007,0.302582,0.224587,0.160861,0.111191,0.074263,0.047858,0.029735,0.017920
0.011074,0.018821,0.031400,0.050445,0.078267,0.117287,0.169457,0.236623,0.319088,0.415256,0.521797,0.633142,0.741587,0.838692,0.915803,0.965372,0.982589,0.965361,0.915819,0.838783,0.741562,0.633184,0.521788,0.415357,0.318970,0.236637,0.169405,0.117302,0.078260,0.050484,0.031347,0.018970
0.011149,0.019333,0.031930,0.051297,0.079553,0.119274,0.172505,0.240762,0.324752,0.422618,0.531109,0.644366,0.754790,0.853641,0.931973,0.982443,1.000000,0.982595,0.932017,0.853583,0.754838,0.644359,0.531010,0.422559,0.324740,0.240881,0.172397,0.119224,0.079592,0.051393,0.031893,0.019175
0.011074,0.018856,0.031464,0.050413,0.078180,0.117151,0.169533,0.236725,0.319107,0.415245,0.521886,0.633093,0.741618,0.838836,0.915706,0.965305,0.982448,0.965294,0.915740,0.838774,0.741643,0.633230,0.521915,0.415234,0.318993,0.236630,0.169506,0.117156,0.078285,0.050447,0.031444,0.018907
0.010412,0.018043,0.029877,0.047806,0.074319,0.111185,0.160866,0.224563,0.302642,0.393844,0.495004,0.600641,0.703593,0.795628,0.868693,0.915870,0.932139,0.915808,0.868700,0.795631,0.703470,0.600716,0.494974,0.393954,0.302612,0.224514,0.160817,0.111253,0.074186,0.047780,0.029752,0.018033
0.009657,0.016471,0.027343,0.043891,0.067942,0.101923,0.147251,0.205598,0.277204,0.360711,0.453339,0.550152,0.644294,0.728758,0.795626,0.838735,0.853587,0.838728,0.795721,0.728697,0.644391,0.550100,0.453439,0.360889,0.277247,0.205565,0.147173,0.101793,0.068025,0.043768,0.027322,0.016471
0.008451,0.014612,0.024093,0.038707,0.060190,0.090060,0.130266,0.181814,0.245068,0.319104,0.400983,0.486465,0.569739,0.644396,0.703539,0.741577,0.754893,0.741586,0.703657,0.644367,0.569722,0.486435,0.400998,0.319087,0.245180,0.181859,0.130267,0.090131,0.060094,0.038790,0.024116,0.014656
0.007346,0.012351,0.020690,0.033215,0.051295,0.076911,0.111270,0.155143,0.209306,0.272332,0.342358,0.415359,0.486515,0.550099,0.600705,0.633220,0.644342,0.633217,0.600540,0.550124,0.486372,0.415189,0.342189,0.272411,0.209234,0.155281,0.111101,0.076861,0.051366,0.033188,0.020613,0.012468
0.006076,0.010296,0.016983,0.027228,0.042420,0.063300,0.091732,0.127967,0.172580,0.224562,0.282214,0.342243,0.400977,0.453386,0.495047,0.521877,0.531179,0.521949,0.495104,0.453390,0.400908,0.342321,0.282062,0.224425,0.172463,0.127918,0.091616,0.063342,0.042255,0.027227,0.017134,0.010258
0.004771,0.008230,0.013520,0.021852,0.033773,0.050383,0.072936,0.101916,0.137364,0.178654,0.224525,0.272306,0.319139,0.360748,0.394028,0.415295,0.422649,0.415268,0.393885,0.360737,0.318985,0.272309,0.224559,0.178630,0.137186,0.101934,0.073030,0.050551,0.033815,0.021697,0.013556,0.008246
0.003745,0.006249,0.010516,0.016686,0.025870,0.038799,0.056086,0.078276,0.105399,0.137350,0.172445,0.209192,0.245196,0.277291,0.302730,0.319102,0.324728,0.319051,0.302575,0.277182,0.245093,0.209218,0.172537,0.137274,0.105397,0.078204,0.056104,0.038707,0.025995,0.016740,0.010449,0.006337
0.002839,0.004682,0.007814,0.012456,0.019207,0.028873,0.041670,0.058102,0.078330,0.101914,0.128002,0.155303,0.181866,0.205658,0.224526,0.236705,0.240781,0.236730,0.224577,0.205528,0.181892,0.155162,0.127928,0.101889,0.078192,0.058134,0.041677,0.028799,0.019155,0.012400,0.007802,0.004808
0.002041,0.003355,0.005625,0.008946,0.013871,0.020571,0.029876,0.041619,0.056160,0.072921,0.091683,0.111274,0.130149,0.147354,0.160825,0.169402,0.172452,0.169530,0.160700,0.147283,0.130197,0.111212,0.091566,0.073027,0.056162,0.041704,0.029874,0.020575,0.013867,0.008843,0.005503,0.003367
0.001422,0.002437,0.003938,0.006199,0.009537,0.014406,0.020634,0.028788,0.038725,0.050524,0.063434,0.076842,0.089978,0.101877,0.111218,0.117157,0.119370,0.117133,0.111174,0.101929,0.090045,0.076926,0.063375,0.050420,0.038889,0.028779,0.020728,0.014252,0.009525,0.006116,0.003932,0.002357
0.001057,0.001619,0.002731,0.004115,0.006502,0.009637,0.013870,0.019323,0.025977,0.033741,0.042273,0.051265,0.060228,0.068030,0.074304,0.078256,0.079569,0.078185,0.074282,0.067992,0.060084,0.051357,0.042259,0.033733,0.025879,0.019313,0.013778,0.009573,0.006331,0.004093,0.002616,0.001620
0.000689,0.001040,0.001774,0.002800,0.004234,0.006118,0.008934,0.012364,0.016690,0.021859,0.027252,0.033130,0.038816,0.043899,0.047890,0.050367,0.051324,0.050469,0.047796,0.043828,0.038699,0.033046,0.027303,0.021688,0.016755,0.012480,0.008998,0.006150,0.004112,0.002649,0.001762,0.001123
0.000361,0.000798,0.001028,0.001743,0.002679,0.003975,0.005641,0.007839,0.010421,0.013639,0.016952,0.020728,0.024181,0.027387,0.029815,0.031462,0.031995,0.031480,0.029741,0.027235,0.024121,0.020581,0.017111,0.013520,0.010548,0.007746,0.005535,0.003959,0.002669,0.001735,0.001128,0.000755
