0,0,0,0,0,0,0,0,0,0
0,2.03334,4.17556,6.35203,8.10819,8.70877,7.74365,5.56048,2.8406,0
0,4.17637,8.75194,13.7092,17.9907,19.5763,17.2806,12.1548,6.0855,0
0,6.35231,13.7088,22.3944,30.5447,33.819,29.5388,20.169,9.80614,0
0,8.10885,17.9924,30.5454,43.0939,48.4118,41.8933,27.8628,13.1848,0
0,8.71024,19.5789,33.8212,48.4132,54.7169,47.1676,31.0206,14.5055,0
0,7.74317,17.2802,29.5402,41.894,47.168,40.779,27.0302,12.7429,0
0,5.56004,12.1544,20.1698,27.8615,31.0207,27.0314,18.3076,8.82194,0
0,2.8405,6.0838,9.80461,13.1831,14.506,12.7429,8.82126,4.34325,0
0,0,0,0,0,0,0,0,0,0
