0,3.10558,6.39031,10.0969,14.4445,19.6241,25.7858,33.0153,41.3145,50.5727,60.5544,70.8946,81.1095,90.6296,98.8552,105.214,109.236,110.61,109.229,105.198,98.8266,90.5841,81.0394,70.7927,60.4101,50.3675,41.0242,32.6053,25.2073,18.8118,13.3052,8.50349,4.16459,0
0,3.5701,7.35039,11.6294,16.6712,22.7053,29.9121,38.3973,48.1654,59.09,70.8938,83.1431,95.2627,106.571,116.351,123.916,128.704,130.339,128.695,123.898,116.319,106.521,95.1852,83.0319,70.7361,58.8654,47.845,37.9422,29.2677,21.7959,15.3871,9.82144,4.80841,0
0,4.02092,8.2813,13.1199,18.8438,25.7182,33.9563,43.6834,54.9098,67.4911,81.1084,95.2618,109.281,122.377,133.712,142.484,148.038,149.936,148.028,142.464,133.675,122.322,109.198,95.1416,80.9377,67.2461,54.5599,43.1846,33.2489,24.7156,17.4212,11.1078,5.43727,0
0,4.43547,9.13908,14.4934,20.8477,28.5019,37.6999,48.5871,61.1776,75.3108,90.6306,106.572,122.379,137.155,149.952,159.861,166.137,168.282,166.126,159.839,149.912,137.094,122.289,106.442,90.4457,75.0465,60.7996,48.0491,36.936,27.4146,19.2999,12.2953,6.01727,0
0,4.78944,9.8714,15.6691,22.5641,30.8906,40.9178,52.8077,66.5791,82.0578,98.8564,116.352,133.713,149.951,164.021,174.921,181.826,184.187,181.814,174.897,163.979,149.886,133.617,116.215,98.6603,81.7778,66.1781,52.2368,40.1045,29.7314,20.9116,13.3134,6.51364,0
0,5.06051,10.433,16.5693,23.882,32.7284,43.3964,56.0614,70.7479,87.2714,105.216,123.917,142.485,159.861,174.92,186.592,193.986,196.515,193.974,186.567,174.878,159.794,142.385,123.775,105.011,86.977,70.3297,55.4665,42.5461,31.5151,22.1493,14.0943,6.89509,0
0,5.23111,10.7847,17.136,24.7114,33.886,44.9598,58.1159,73.3803,90.5656,109.237,128.703,148.037,166.135,181.824,193.984,201.689,204.325,201.677,193.959,181.78,166.067,147.936,128.556,109.027,90.2634,72.9507,57.5031,44.0862,32.639,22.9295,14.5865,7.1359,0
0,5.28851,10.9056,17.3288,24.9932,34.2792,45.4917,58.8169,74.2787,91.6905,110.61,130.339,149.935,168.281,184.185,196.512,204.323,206.996,204.312,196.486,184.14,168.212,149.833,130.19,110.397,91.3858,73.8454,58.1974,44.6093,33.0209,23.1948,14.7538,7.21687,0
0,5.23044,10.7837,17.1344,24.7077,33.8811,44.954,58.1112,73.3745,90.5576,109.227,128.693,148.026,166.124,181.812,193.97,201.674,204.31,201.662,193.943,181.767,166.055,147.925,128.546,109.016,90.2542,72.9425,57.4965,44.0791,32.6338,22.9255,14.5849,7.1347,0
0,5.05876,10.43,16.5652,23.8745,32.7204,43.3867,56.0513,70.7336,87.2532,105.194,123.894,142.461,159.836,174.894,186.563,193.957,196.486,193.944,186.536,174.849,159.767,142.361,123.75,104.989,86.9576,70.3117,55.4512,42.5336,31.5041,22.1406,14.0897,6.89387,0
0,4.78704,9.86591,15.6602,22.5523,30.8773,40.9027,52.7889,66.5547,82.03,98.8235,116.316,133.674,149.91,163.978,174.876,181.779,184.14,181.767,174.85,163.933,149.843,133.576,116.177,98.6261,81.7465,66.1498,52.2126,40.0843,29.7154,20.8981,13.3055,6.51057,0
0,4.4311,9.13035,14.4802,20.8296,28.4818,37.6757,48.5581,61.141,75.2687,90.5844,106.521,122.323,137.095,149.887,159.794,166.067,168.213,166.055,159.769,149.843,137.029,122.227,106.386,90.3943,74.9997,60.7586,48.0148,36.9064,27.3905,19.2828,12.2846,6.01242,0
0,4.0157,8.26882,13.102,18.8193,25.6874,33.9191,43.6402,54.8571,67.4315,81.0421,95.1891,109.202,122.291,133.618,142.388,147.938,149.835,147.926,142.361,133.576,122.226,109.109,95.0591,80.8621,67.1777,54.5005,43.1344,33.2066,24.6818,17.398,11.0931,5.42977,0
0,3.56257,7.33232,11.6018,16.635,22.6612,29.8573,38.3337,48.0908,59.0051,70.7979,83.0369,95.1445,106.445,116.216,123.776,128.56,130.194,128.548,123.751,116.175,106.384,95.0593,82.9156,70.629,58.7694,47.7622,37.8722,29.2101,21.7494,15.3535,9.80066,4.79787,0
0,3.09433,6.36606,10.0583,14.3932,19.5595,25.7061,32.9223,41.2065,50.4488,60.4143,70.7389,80.9386,90.4483,98.662,105.014,109.03,110.401,109.018,104.988,98.6229,90.391,80.8603,70.6298,60.2613,50.2349,40.9108,32.5103,25.1296,18.7502,13.2583,8.47246,4.14955,0
0,2.63266,5.41132,8.53732,12.1872,16.5181,21.65,27.6503,34.5157,42.1538,50.372,58.8671,67.2466,75.0487,81.781,86.9813,90.2677,91.3886,90.2563,86.9573,81.7443,74.9969,67.1761,58.7699,50.2357,41.9649,34.2538,27.2868,21.1427,15.8122,11.203,7.16827,3.51208,0
0,2.19212,4.50174,7.08951,10.0957,13.644,17.8295,22.7021,28.2568,34.4185,41.0293,47.8484,54.5622,60.8023,66.1814,70.3324,72.9539,73.8471,72.9447,70.3124,66.1489,60.7573,54.4988,47.7618,40.9105,34.254,28.0307,22.388,17.3925,13.0384,9.25724,5.93207,2.90812,0
0,1.78268,3.65802,5.75013,8.16743,11.0056,14.335,18.1958,22.5794,27.4261,32.6103,37.9461,43.1884,48.0518,52.2407,55.4688,57.5051,58.1996,57.4978,55.4508,52.2132,48.0138,43.1346,37.8717,32.5101,27.288,22.389,17.931,13.9678,10.4987,7.46915,4.79274,2.35027,0
0,1.41048,2.89224,4.53697,6.42717,8.63493,11.2132,14.1867,17.5511,21.2576,25.2126,29.2713,33.2502,36.9369,40.1076,42.5484,44.0868,44.6115,44.0796,42.5334,40.0852,36.9054,33.2066,29.2098,25.1287,21.1448,17.3942,13.9699,10.9118,8.22201,5.86235,3.76818,1.8486,0
0,1.0763,2.20381,3.45143,4.8769,6.53482,8.46007,10.6722,13.1655,15.9034,18.816,21.7975,24.7161,27.417,29.7347,31.5176,32.64,33.0215,32.6336,31.5048,29.7151,27.3894,24.6807,21.7488,18.7492,15.8125,13.0412,10.5002,8.22329,6.21054,4.43738,2.85652,1.40254,0
0,0.775281,1.58641,2.48082,3.49921,4.67669,6.03817,7.59852,9.35078,11.2706,13.309,15.3896,17.4241,19.3032,20.9141,22.1516,22.9301,23.1952,22.926,22.1409,20.8977,19.2807,17.3956,15.3532,13.2582,11.2042,9.25989,7.47241,5.86442,4.43839,3.17685,2.04828,1.00674,0
0,0.501622,1.02757,1.60307,2.25818,3.01322,3.88429,4.87867,5.9938,7.21269,8.50565,9.82355,11.1116,12.2988,13.3163,14.0971,14.589,14.7561,14.5858,14.0895,13.3041,12.283,11.0915,9.79998,8.47243,7.16981,5.933,4.79461,3.77001,2.85794,2.04826,1.32198,0.650519,0
0,0.247405,0.506846,0.789828,1.11027,1.47936,1.90612,2.39171,2.93677,3.53313,4.16527,4.81023,5.439,6.0188,6.51507,6.89636,7.13675,7.2191,7.13475,6.89357,6.50971,6.01075,5.42911,4.79773,4.14992,3.51297,2.90779,2.35087,1.84986,1.40375,1.00615,0.650218,0.320414,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
