0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.193169,0.3936,0.611086,0.856512,1.13616,1.45514,1.81568,2.21521,2.65012,3.10815,3.57227,4.02327,4.43661,4.78909,5.05981,5.23114,5.2888,5.23107,5.06005,4.7866,4.43068,4.01501,3.56167,3.09465,2.6332,2.19149,1.78301,1.41042,1.07408,0.773232,0.50047,0.246444,0
0,0.393125,0.803649,1.24926,1.75219,2.32718,2.98218,3.72592,4.55146,5.44836,6.39407,7.35338,8.28531,9.14117,9.87257,10.433,10.7863,10.9074,10.7861,10.4307,9.86528,9.12936,8.26933,7.33185,6.36665,5.41217,4.50121,3.65786,2.89106,2.2013,1.58494,1.02537,0.505467,0
0,0.611703,1.25124,1.94839,2.73596,3.64064,4.67585,5.85293,7.16634,8.59465,10.1014,11.6342,13.1246,14.4963,15.6703,16.5721,17.1395,17.3327,17.137,16.565,15.6595,14.4794,13.1012,11.6015,10.0583,8.53546,7.08673,5.74754,4.53496,3.44851,2.47743,1.60093,0.78847,0
0,0.856569,1.75411,2.73748,3.85253,5.13788,6.62022,8.30863,10.1999,12.265,14.4504,16.6784,18.8494,20.8509,22.5659,23.8849,24.7149,24.9974,24.7117,23.8753,22.5519,20.8289,18.8179,16.6336,14.3904,12.1845,10.093,8.16503,6.42504,4.87518,3.49579,2.25613,1.11007,0
0,1.13629,2.32813,3.64028,5.13928,6.87297,8.88393,11.1872,13.7778,16.6154,19.6304,22.7134,25.7249,28.5078,30.8952,32.7312,33.8888,34.2834,33.8852,32.7206,30.8772,28.482,25.6877,22.6598,19.5574,16.5154,13.6404,11.0017,8.63134,6.53099,4.6731,3.01224,1.48045,0
0,1.45587,2.9836,4.67655,6.62034,8.8834,11.52,14.5594,17.9918,21.7686,25.7925,29.9194,33.9626,37.7065,40.9226,43.3978,44.9602,45.4938,44.9572,43.3882,40.9019,37.6754,33.9183,29.8575,25.7052,21.647,17.8244,14.3307,11.2077,8.45513,6.03639,3.88303,1.90648,0
0,1.81655,3.72594,5.85316,8.30874,11.1863,14.5571,18.4623,22.8931,27.7889,33.0215,38.4033,43.6895,48.5922,52.8112,56.0632,58.1174,58.8184,58.1129,56.0518,52.7894,48.5573,43.6381,38.3313,32.9186,27.6445,22.695,18.1903,14.1822,10.6679,7.59538,4.87624,2.39122,0
0,2.2156,4.55076,7.16339,10.1971,13.7745,17.9877,22.8914,28.4794,34.6741,41.3186,48.1707,54.9143,61.1795,66.5809,70.7478,73.3808,74.2801,73.3757,70.7341,66.5553,61.1405,54.8549,48.0863,41.2002,34.5088,28.2493,22.5728,17.5464,13.1605,9.34827,5.99258,2.9372,0
0,2.64949,5.44598,8.58958,12.2591,16.6102,21.7623,27.7835,34.6713,42.3332,50.5742,59.0923,67.4929,75.3113,82.0587,87.2697,90.5654,91.6905,90.5578,87.2555,82.0319,75.2679,67.4283,59.0005,50.4434,42.1482,34.4114,27.4195,21.2531,15.8992,11.268,7.21154,3.53359,0
