0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0270379,0.0507435,0.0758101,0.1016,0.128316,0.159659,0.196103,0.235895,0.283377,0.335969,0.39547,0.463892,0.538553,0.621166,0.711818,0.810405,0.91543,1.02765,1.14602,1.2667,1.39117,1.51571,1.64038,1.76126,1.87902,1.98747,2.08663,2.17521,2.25081,2.31183,2.35577,2.38339,2.39179,2.38246,2.35605,2.31218,2.25088,2.175,2.08663,1.98789,1.87887,1.76213,1.64105,1.51658,1.39085,1.26639,1.14351,1.02598,0.914489,0.809063,0.711766,0.621525,0.537165,0.461633,0.394719,0.334912,0.280504,0.233282,0.191003,0.154522,0.122698,0.09191,0.0610529,0.0326944,0
0,0.0512957,0.0993974,0.147318,0.198125,0.253137,0.315161,0.384905,0.465095,0.557593,0.662449,0.779722,0.913357,1.06149,1.22326,1.40228,1.59531,1.80276,2.02148,2.25233,2.49048,2.73361,2.97755,3.22037,3.45819,3.68696,3.90011,4.09449,4.26913,4.41615,4.53418,4.61945,4.67243,4.68974,4.67225,4.61925,4.53405,4.41632,4.26757,4.09561,3.90012,3.68714,3.45895,3.22088,2.97754,2.7322,2.48794,2.24914,2.01991,1.8012,1.59441,1.40186,1.22334,1.06042,0.911247,0.778565,0.658749,0.553101,0.460127,0.377977,0.305363,0.239387,0.178287,0.119184,0.0614371,0
0,0.0746318,0.146204,0.219801,0.29676,0.380087,0.473494,0.579868,0.701897,0.840178,0.997208,1.17419,1.37437,1.59724,1.84261,2.11136,2.4017,2.71329,3.04323,3.38866,3.74581,4.1108,4.47705,4.84212,5.19885,5.54215,5.86345,6.15589,6.41691,6.63685,6.81451,6.94266,7.02086,7.04779,7.02131,6.94262,6.81377,6.6371,6.4154,6.15565,5.86289,5.54224,5.19929,4.84238,4.47666,4.10832,3.74318,3.38465,3.0399,2.71067,2.39917,2.10969,1.84175,1.59732,1.3739,1.1737,0.993435,0.833152,0.693235,0.569527,0.458822,0.359483,0.267242,0.178166,0.0909539,0
0,0.100632,0.197323,0.296947,0.401548,0.514516,0.642244,0.788104,0.953392,1.14272,1.35671,1.59912,1.87048,2.17446,2.50892,2.87459,3.26931,3.69386,4.14291,4.61221,5.09822,5.59504,6.09661,6.59388,7.07931,7.54451,7.98169,8.38108,8.73526,9.03631,9.27589,9.45177,9.5585,9.59472,9.55947,9.45256,9.27702,9.0344,8.73323,8.38058,7.98147,7.54434,7.07823,6.59288,6.09656,5.59445,5.09671,4.60911,4.13908,3.68983,3.26702,2.87162,2.50787,2.17327,1.87008,1.59722,1.35191,1.13397,0.941671,0.771995,0.621746,0.486388,0.360806,0.241199,0.12344,0
0,0.128343,0.252449,0.380506,0.515862,0.662447,0.828817,1.01653,1.23154,1.47577,1.75419,2.069,2.4212,2.8149,3.24915,3.72346,4.23504,4.78463,5.36655,5.97754,6.60866,7.2529,7.90324,8.54828,9.17826,9.78157,10.349,10.8661,11.3261,11.7165,12.0283,12.2553,12.3948,12.4415,12.3955,12.2565,12.029,11.7151,11.3243,10.8657,10.348,9.78182,9.17775,8.54855,7.90329,7.25339,6.60723,5.97408,5.36466,4.78128,4.23279,3.71975,3.24749,2.81398,2.42013,2.0654,1.74736,1.4653,1.21653,0.995901,0.800539,0.624282,0.463327,0.309451,0.158136,0
0,0.159496,0.315596,0.474778,0.643269,0.828938,1.03807,1.27446,1.54509,1.85287,2.20252,2.5987,3.04299,3.53846,4.08584,4.68463,5.33092,6.02418,6.75775,7.52735,8.32404,9.13763,9.95776,10.7732,11.5685,12.3315,13.0468,13.6995,14.2787,14.7723,15.1664,15.4541,15.6313,15.6893,15.6316,15.4564,15.1669,14.7713,14.2785,13.6993,13.0452,12.3307,11.5677,10.7731,9.95958,9.13859,8.32316,7.52484,6.75536,6.02051,5.32707,4.67994,4.08411,3.53725,3.04038,2.59349,2.19427,1.84053,1.52712,1.2492,1.00106,0.779812,0.577097,0.384682,0.195929,0
0,0.19568,0.384941,0.58019,0.787876,1.01658,1.27497,1.56876,1.90244,2.28294,2.7148,3.2041,3.75496,4.36801,5.04508,5.78389,6.58539,7.44333,8.35319,9.30764,10.2945,11.3033,12.3206,13.3313,14.3185,15.2644,16.1515,16.9619,17.6794,18.2909,18.7804,19.1382,19.3576,19.4299,19.3578,19.1394,18.7817,18.2921,17.6813,16.9621,16.1508,15.2629,14.3175,13.3306,12.3211,11.3032,10.2932,9.30407,8.35017,7.44076,6.58098,5.77952,5.04048,4.36541,3.75087,3.19715,2.70345,2.26595,1.87956,1.53648,1.23055,0.957225,0.707629,0.472734,0.240883,0
0,0.235738,0.46491,0.70108,0.954878,1.23263,1.54669,1.90277,2.30866,2.77199,3.29975,3.89811,4.57048,5.31902,6.14512,7.04783,8.02823,9.0774,10.1891,11.3566,12.564,13.7985,15.0437,16.2806,17.4883,18.645,19.7312,20.7251,21.6038,22.3523,22.9526,23.3917,23.6596,23.7495,23.6587,23.3914,22.9538,22.3553,21.6066,20.7259,19.7334,18.6471,17.4889,16.2804,15.0425,13.7974,12.5614,11.3536,10.1869,9.07412,8.02367,7.04374,6.1405,5.31485,4.56453,3.88853,3.28653,2.75286,2.282,1.86474,1.49307,1.16125,0.858731,0.572823,0.29118,0
0,0.282765,0.557839,0.840473,1.14408,1.47874,1.8557,2.28386,2.77337,3.33198,3.96936,4.69043,5.50231,6.4077,7.40683,8.49806,9.68256,10.9523,12.2975,13.7099,15.1723,16.667,18.1744,19.6729,21.1367,22.5388,23.854,25.0586,26.1243,27.0324,27.7596,28.2927,28.6164,28.7248,28.6155,28.2921,27.7623,27.0356,26.1277,25.0609,23.8576,22.5411,21.1372,19.6725,18.1736,16.6651,15.1682,13.7066,12.2945,10.9484,9.67771,8.49386,7.40061,6.40144,5.4946,4.681,3.95478,3.31069,2.74147,2.23875,1.79282,1.39297,1.02953,0.686072,0.348068,0
