0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.02462,2.10358,3.27803,4.55558,5.89616,7.19765,8.30933,9.06111,9.31262,9.00964,8.20175,7.01877,5.6256,4.165,2.72754,1.34511,0
0,2.10293,4.33222,6.78391,9.48737,12.3613,15.1855,17.6214,19.2786,19.8381,19.1756,17.405,14.8281,11.8208,8.70396,5.67431,2.79026,0
0,3.27731,6.78317,10.7071,15.1179,19.8994,24.6818,28.8618,31.7348,32.7193,31.5838,28.5407,24.1485,19.0884,13.9355,9.01856,4.4127,0
0,4.55353,9.48589,15.118,21.5972,28.7782,36.0999,42.5969,47.1127,48.6801,46.9136,42.1743,35.3971,27.7052,20.0188,12.8412,6.24706,0
0,5.89344,12.3591,19.8985,28.7772,38.8315,49.2702,58.6636,65.2559,67.571,65.0156,58.1481,48.4121,37.5137,26.8216,17.0454,8.24206,0
0,7.19648,15.1856,24.6808,36.0986,49.2689,63.1509,75.7855,84.7254,87.8916,84.4485,75.1918,62.1574,47.7357,33.8046,21.301,10.2418,0
0,8.30979,17.6221,28.8638,42.598,58.6627,75.7855,91.5005,102.686,106.67,102.38,90.8456,74.6883,56.9598,40.0334,25.0542,11.9932,0
0,9.06202,19.2807,31.7383,47.1141,65.2572,84.7263,102.686,115.516,120.1,115.192,101.995,83.5648,63.4463,44.3775,27.652,13.1989,0
0,9.31373,19.8406,32.7227,48.6812,67.5721,87.8936,106.671,120.102,124.907,119.775,105.97,86.7132,65.732,45.8954,28.5522,13.6133,0
0,9.01149,19.1794,31.5876,46.9169,65.0183,84.4516,102.383,115.195,119.775,114.877,101.702,83.3037,63.2297,44.2102,27.5376,13.14,0
0,8.20221,17.4086,28.5434,42.1786,58.1529,75.1956,90.8485,101.998,105.972,101.702,90.2142,74.1276,56.4913,39.6711,24.8074,11.8677,0
0,7.02035,14.8316,24.1506,35.401,48.4161,62.1608,74.6897,83.5659,86.7135,83.3029,74.1271,61.2154,46.9488,33.1972,20.887,10.033,0
0,5.62725,11.8225,19.0916,27.7092,37.5171,47.7368,56.9595,63.4462,65.731,63.226,56.4882,46.947,36.2948,25.8839,16.4091,7.92081,0
0,4.1667,8.70434,13.9364,20.0211,26.8231,33.8049,40.0333,44.3765,45.8928,44.206,39.6677,33.195,25.8839,18.6265,11.902,5.77466,0
0,2.72979,5.6746,9.01901,12.8409,17.0446,21.3011,25.0548,27.6512,28.5488,27.5331,24.8039,20.8851,16.41,11.9029,7.6584,3.7321,0
0,1.34718,2.79083,4.41355,6.2473,8.24178,10.2419,11.9933,13.1983,13.6111,13.1375,11.8658,10.0317,7.92242,5.77606,3.73276,1.8241,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
